lr-SGD/pg1,lr-SGD/pg2,lr-SGD/pg3,created_at,loss,epoch
0.0009981070969654888,0.00998107096965489,0.00998107096965489,2024-02-01 03:20:41.606321,,
,,,2024-02-01 03:21:11.812564,1.383385181427002,0.0
