lr-SGD/pg1,lr-SGD/pg2,lr-SGD/pg3,created_at,loss,epoch
0.0009981070969654888,0.00998107096965489,0.00998107096965489,2024-02-01 03:56:58.349650,,
,,,2024-02-01 03:57:24.595088,1.557354211807251,0.0
